Skill_ID,Original Skill Statement,Breakdown Sequence Number,New Sub-Skill Statement,Assigned Taxonomy Location,Additional Notes/Comments,Highest Level Taxonony Cluster
34,"Knowledge of codes, and industry standard processes as relates to hydrogen fueling station equipment",1,Knowledge of relevant codes for hydrogen fueling station equipment,5.2.2 Regulatory Frameworks,Focused on understanding codes and regulations,5
34,Knowledge of industry standard processes for hydrogen fueling station equipment,2,Knowledge of industry standard processes for hydrogen fueling stations,19.3 Ensuring Safe Operation of Hydrogen Processes,Focused on ensuring adherence to industry standards and safety protocols,19
35,"Knowledge of hydrogen production, distribution, and dispensing technology to meet the needs of different fleets",1,Knowledge of hydrogen production technology,16. Hydrogen Production Processes,Focused on understanding hydrogen production methods,16
35,Knowledge of hydrogen distribution technology,2,Knowledge of distribution systems for hydrogen,22. Logistical Management of Hydrogen Supply Chain,Focused on the distribution aspect to meet fleet needs,22
35,Knowledge of hydrogen dispensing technology,3,Knowledge of hydrogen dispensing systems,3.2.2 Transportation of Cryogenic Hydrogen,Related to dispensing technology for fleet operations,3
35,Matching technology with fleet requirements,4,Understanding how to match hydrogen technology with the needs of different fleets,24.2.1 Component Selection and Sourcing,Focused on ensuring that the technology meets fleet-specific requirements,24
36,"Process engineering and controls skills specific to hydrogen including hazard risk analysis and reviews, mechanical integrity and instrumented system analysis, and operation readiness inspection",1,Process engineering skills specific to hydrogen,19. Programming and Monitoring Control Systems in Hydrogen Processes,Focused on process engineering and control systems for hydrogen,19
36,Hazard risk analysis and reviews in hydrogen processes,2,Conducting hazard risk analysis and reviews,4.4.2 Explosion Prevention,Focused on risk analysis specific to hydrogen hazards,4
36,Mechanical integrity analysis in hydrogen systems,3,Mechanical integrity analysis for hydrogen systems,2.2 Measurement of Equipment Integrity,Focused on maintaining mechanical integrity in hydrogen systems,2
36,Instrumented system analysis in hydrogen processes,4,Instrumented system analysis for hydrogen processes,19.2 Monitoring Control Systems,Related to monitoring and analyzing control systems for safety and efficiency,19
36,Operation readiness inspection for hydrogen systems,5,Conducting operation readiness inspections,19.3.1 Compliance with Safety Standards,Focused on ensuring operational readiness and compliance,19
37,"Knowledge of equipment and components including compression, turbines and combustion, etc. for hydrogen blending",1,Knowledge of compression equipment for hydrogen blending,13.1.2 Compression Technologies,Focused on understanding compression equipment used in hydrogen blending,13
37,Knowledge of turbines for hydrogen blending,2,Knowledge of turbine systems used in hydrogen blending,25.4.1 Modifying Power Plant Operations for Co-Firing,Related to turbine modifications for hydrogen blending,25
37,Knowledge of combustion systems for hydrogen blending,3,Knowledge of combustion systems in hydrogen blending,25.3.1 Combustion Characteristics of Hydrogen and Natural Gas,Focused on the combustion process in hydrogen blending systems,25
37,Knowledge of additional equipment and components for hydrogen blending,4,Understanding of other relevant equipment for hydrogen blending,25.2.2 Fuel Handling and Blending Systems,Covers additional equipment used in hydrogen blending operations,25
38,"Assess integrity of vessels, tanks, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",1,Assess integrity of vessels and tanks for hydrogen pressure and temperatures,13.3.3 Maintenance and Monitoring of Storage Systems,Focused on assessing the integrity of storage vessels and tanks,13
38,Assess integrity of piping systems and fittings for hydrogen pressure and temperatures,2,Assess integrity of piping systems and fittings,6.4.2 Operation and Maintenance,Focused on ensuring piping systems can withstand hydrogen conditions,6
38,Assess integrity of valves and seals for hydrogen pressure and temperatures,3,Assess integrity of valves and seals,18.2.2 Material Durability Testing,Related to testing the durability and integrity of valves and seals under pressure and temperature,18
38,Assess overall mechanical integrity for hydrogen systems,4,Conducting comprehensive integrity assessments,2.2 Measurement of Equipment Integrity,Focused on the overall integrity assessment of hydrogen systems,2
39,"Maintenance of vessels, compressors, turbines, piping systems and fitting, valves etc. to withstand hydrogen pressure and temperatures",1,Maintenance of vessels for hydrogen pressure and temperatures,13.3.3 Maintenance and Monitoring of Storage Systems,Focused on maintaining vessels to withstand hydrogen conditions,13
39,Maintenance of compressors for hydrogen pressure and temperatures,2,Maintenance of compressors for hydrogen systems,13.1.2 Compression Technologies,Focused on maintaining compressors in hydrogen systems,13
39,Maintenance of turbines for hydrogen pressure and temperatures,3,Maintenance of turbines in hydrogen systems,25.4.2 Safety and Monitoring in Co-Firing Operations,Focused on turbine maintenance for hydrogen blending systems,25
39,"Maintenance of piping systems, fittings, valves, and seals for hydrogen pressure and temperatures",4,"Maintenance of piping systems, fittings, valves, and seals",2.3.1 Operational Testing,"Focused on maintaining the integrity of piping, valves, and seals under hydrogen conditions",2
40,"Advanced knowledge of hydrogen properties, behaviour and potential hazards created",1,Advanced knowledge of hydrogen chemical and physical properties,1.1 Chemical Properties of Hydrogen,Focused on an in-depth understanding of hydrogen's properties,1
40,Advanced understanding of hydrogen behavior under various conditions,2,Advanced understanding of hydrogen behavior,1.3 Property Risks of Hydrogen,Related to hydrogen's behavior under different environmental conditions,1
40,Advanced knowledge of potential hazards associated with hydrogen,3,Advanced understanding of potential hazards created by hydrogen,4.2.1 Ignition Factors,Focused on understanding and mitigating hazards related to hydrogen,4
41,Develop and present business case for hydrogen,1,Develop a business case for hydrogen projects,5.3.2.1 Strategic Business Planning,Focused on the development of strategic business cases for hydrogen,5
41,Present the business case for hydrogen to stakeholders,2,Presenting business cases to relevant stakeholders,5.3.2.3 Presentation and Reporting,Related to effectively communicating and presenting the business case,5
42,"Knowledge of hydrogen-related regulations, standards and codes",1,Understanding of hydrogen-related regulations,5.2.1 Impact of Government Policy,Focused on the regulatory environment impacting hydrogen,5
42,Knowledge of hydrogen industry standards,2,Understanding industry standards for hydrogen,5.2.2.1 National and International Standards,Focused on adherence to industry standards and best practices,5
