requirement_id,requirement,occupation_id,core_occupation,value_chain,technology,qualifications
118,"Knowledge of hydrogen related regulations, standards and codes",163,Gas fuser,End Use,Heating,• Valid driver's license + clean abstract • Valid gas fusing ticket or willing to obtain it • Ground Disturbance Level 2 • Construction Safety Training System training
118,"Knowledge of hydrogen related regulations, standards and codes",175,Facility engineer,End Use,Power Generation,"Bachelor's Degree: Chemical, Process or Mechanical Engineering ."
120,"Knowledge of appropriate materials, seals, coatings to use with hydrogen blending",186,Maintenance trade - Mechanical,End Use,Power Generation,Certificate of Qualification in Industrial Mechanic or Millwright • Registered apprentice In Ontario: Hydrogen Technician (TSSAH2) certification • Obtained by working under our TSSA-H2 technicians
125,Knowledge of hydrogen technologies and value proposition as it relates to ESG factors and how to measure them,222,"Environment, Social, Governance (ESG) analyst",Cross Value Chain,Various,"Multiple pathways to this career: • Bachelor's Degree: Business, Accounting, Environmental & Science disciplines, Policy • Technology Diploma: Business, Accounting, Environmental & Science disciplines"
127,Appropriate selection and maintenance of electrical equipment and instrumentation systems required for pipeline transmission of gaseous hydrogen,113,Pipeline technician- Electrical & instrumentation,Transport,Pipeline,Multiple pathways to this career: • Certificate of Qualification in Instrumentation technician or Industrial Electrician • Registered apprentice • Technologist diploma in Instrumentation engineering or Electrical engineering A valid driver's license + clean abstract
130,"Advanced knowledge of current and evolving regulatory systems, standards and policy related to hydrogen",228,Regulatory analyst and compliance specialist,Cross Value Chain,Various,"Multiple pathways to this career: Multiple pathways to this career: • Bachelor's Degree: Business, Accounting, Engineering, Environmental & Science disciplines, Policy • Technology Diploma: Business, Accounting, Environmental & Science disciplines"
130,"Advanced knowledge of current and evolving regulatory systems, standards and policy related to hydrogen",230,Sustainability specialist,Cross Value Chain,Various,"Bachelor's Degree in Engineering Environmental science, Law Familiarity with: • Internationally recognized sustainability reporting standards and frameworks • Climate regulatory policy experience across Canada Understanding of carbon lifecycle analysis models/tools (carbon intensity). • Knowledge of relevant federal, provincial and local government climate activities in Canada"
139,"As use of FCEV for delivering hydrogen fuel increases, drivers will also need to have knowledge of fuel cell technology, ability inspect vehicle and conduct basic maintenance and hydrogen refueling",160,Truck Driver - Hydrogen fuel delivery,End Use,Fueling Station,• Class 3 license as a minimum; Class AZ drivers license (ON) • Clean drivers abstract • Comfortable driving dangerous goods • Computer & smartphone skills
149,"Understanding of relevant hydrogen regulations, codes and standards",144,Transportation solutions advisor,End Use,Transport,"Bachelor's Degree: Chemical, Mechanical Engineering"
150,Understanding of hydrogen production process using PEM electrolyzers,12,Production engineer,Production,PEM,Bachelor's Degree: Chemical or Mechanical Engineering
150,Understanding of hydrogen production process using PEM electrolyzers,14,Lab technician,Production,PEM,"Post-secondary diploma: • Chemical, Process or Petroleum technology • Laboratory technician"
150,Understanding of hydrogen production process using PEM electrolyzers,13,Control room operator,Production,PEM,"Typically an experienced plant operator. Multiple pathways to this career: • Diploma in petrochemistry, chemical processes, control room operator or power engineering technology • Class A, Class B refrigeration for liquification process"
153,"Knowledge of fuel cell technology, ability inspect vehicle and conduct basic maintenance",146,"Truck drivers – Class 1 & 3 Transport, freight, delivery/courier",End Use,Transport,• Class 1 or 3 Driver’s licence • Class AZ drivers license (ON) • Valid air brake endorsement • Clean abstract • Computer & smartphone skills
153,"Knowledge of fuel cell technology, ability inspect vehicle and conduct basic maintenance",141,Locomotive engineer,End Use,Transport,Locomotive engineers are typically promoted from the Conductor ranks. Conductor training offered by select group of institutions across Canada or internal company training
153,"Knowledge of fuel cell technology, ability inspect vehicle and conduct basic maintenance",145,Transit operator,End Use,Transport,• Class 2 or 4 Driver’s license • Class C or F (ON) • Valid air brake endorsement • Clean abstract
158,Appropriate selection and maintenance of key electrical and electronic equipment and systems associated with with power generation using hydrogen blending,184,Maintenance trade - Electrical,End Use,Power Generation,Certificate of Qualification in Industrial Electrician • Registered apprentice
159,Knowledge of hydrogen gas value-chains,123,Measurement specialist,Upgrading,Ammonia,"Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering"
159,Knowledge of hydrogen gas value-chains,25,Measurement specialist,Production,SMR / ATR,"Multiple pathways to this career: • Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering • Technology Diploma: Chemical, Electrical, Instrumentation or Mechanical Engineering"
159,Knowledge of hydrogen gas value-chains,111,Pipeline scheduler,Transport,Pipeline,"Post-secondary training in business, commerce or or related discipline"
163,Knowledge of fueling standards for third-party certification of hydrogen product lines,154,Product engineer,End Use,Fueling Station,"Bachelor's degree in Chemical, Electrical, or Mechanical Engineering"
165,"Hydrogen properties, behaviour and potential hazards created",19,Production engineer,Production,SMR / ATR,Bachelor's Degree: Chemical or Mechanical Engineering
165,"Hydrogen properties, behaviour and potential hazards created",102,Maintenance trade - Mechanical,Storage,Underground,Multiple pathways to this career: • Certificate of Qualification: Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Mechanical Engineering A valid driver's license + clean abstract
165,"Hydrogen properties, behaviour and potential hazards created",170,Utility services technician,End Use,Heating,"Multiple pathways to this career: • Bachelor's Degree: Civil, Mechanical Engineering • Engineering Technology Diploma: Civil, Mechanical Related tickets/certifications considered an asset: • Damage Prevention • Gas Pipeline Inspection Valid driver's license + clean abstract"
165,"Hydrogen properties, behaviour and potential hazards created",72,Electrical & instrumentation engineer,Transport,Pipeline,Bachelor's Degree: Electrical & Instrumentation Engineering
165,"Hydrogen properties, behaviour and potential hazards created",169,Utility services planner,End Use,Heating,"Multiple pathways to this career: • Bachelor's Degree: Civil, Mechanical Engineering • Engineering Technology Diploma: Civil, Mechanical Related tickets/certifications considered an asset: • Damage Prevention • Gas Pipeline Inspection Valid driver's license + clean abstract"
